i => [0.8476141691207886, 0.2951354384422302, 0.22666281461715698, 0.9905403256416321, 0.26132631301879883, 0.5768744349479675, 0.8326402902603149, 0.20025473833084106, 0.6785372495651245, 0.3876549005508423, 0.4853065609931946, 0.4523102641105652, 0.30183690786361694, 0.3117327094078064, 0.5277504324913025, 0.9208260774612427, 0.943449854850769, 0.573936402797699, 0.2757970690727234, 0.9028224349021912, 0.3313935399055481, 0.9977142214775085, 0.8866066932678223, 0.6987200975418091, 0.7786058187484741, 0.7853108048439026, 0.8520314693450928, 0.37588590383529663, 0.6377239227294922, 0.3876934051513672, 0.9831719398498535, 0.4552757143974304, 0.713875949382782, 0.12580370903015137, 0.29284191131591797, 0.6200878024101257, 0.20303213596343994, 0.26023900508880615, 0.7503132820129395, 0.055532634258270264, 0.4355320334434509, 0.9865005016326904, 0.3179880976676941, 0.3407408595085144, 0.620216429233551, 0.8353228569030762, 0.8079827427864075, 0.25615108013153076, 0.3212483525276184, 0.2644777297973633]
one => [0.47347819805145264, 0.22343647480010986, 0.4565209150314331, 0.07565814256668091, 0.3722899556159973, 0.731757402420044, 0.49036508798599243, 0.4715571999549866, 0.477344810962677, 0.05596888065338135, 0.19632577896118164, 0.7726016640663147, 0.10258084535598755, 0.3942529559135437, 0.5378249883651733, 0.5054149627685547, 0.9923868179321289, 0.7557777762413025, 0.7729634642601013, 0.02237534523010254, 0.11011183261871338, 0.9699876308441162, 0.8504225611686707, 0.17379295825958252, 0.21108567714691162, 0.43315404653549194, 0.592435896396637, 0.12888413667678833, 0.7292765974998474, 0.5395402908325195, 0.15514355897903442, 0.664669930934906, 0.7893665432929993, 0.7279279232025146, 0.93389892578125, 0.9425937533378601, 0.7297449111938477, 0.3613314628601074, 0.049537837505340576, 0.58372962474823, 0.9834840893745422, 0.24751734733581543, 0.9344173669815063, 0.5360197424888611, 0.5847695469856262, 0.47986340522766113, 0.09728676080703735, 0.8391687273979187, 0.646807849407196, 0.030833661556243896]
morning => [0.6175702214241028, 0.3994883894920349, 0.6533049941062927, 0.9259831309318542, 0.7742099165916443, 0.4116033911705017, 0.1731371283531189, 0.38346296548843384, 0.6574965715408325, 0.34892040491104126, 0.18346428871154785, 0.40049105882644653, 0.254771888256073, 0.8346598148345947, 0.9015139937400818, 0.5665670037269592, 0.8764811754226685, 0.121684730052948, 0.5477827191352844, 0.3164350390434265, 0.8150779008865356, 0.37288898229599, 0.5366210341453552, 0.0240628719329834, 0.47547435760498047, 0.5367171764373779, 0.056191205978393555, 0.09393304586410522, 0.2352743148803711, 0.048429131507873535, 0.3725614547729492, 0.3052390217781067, 0.4941597580909729, 0.9879288673400879, 0.04709982872009277, 0.4723154306411743, 0.9573410153388977, 0.6999618411064148, 0.22901344299316406, 0.8309314250946045, 0.23200982809066772, 0.012570738792419434, 0.4408731460571289, 0.9814028739929199, 0.5321576595306396, 0.39289504289627075, 0.48344647884368896, 0.2743065357208252, 0.571264922618866, 0.6896998882293701]
when => [0.5720187425613403, 0.5487920045852661, 0.5033663511276245, 0.5946292281150818, 0.18774503469467163, 0.6175023317337036, 0.06171989440917969, 0.39634257555007935, 0.19900065660476685, 0.6352239847183228, 0.9836832880973816, 0.04542773962020874, 0.9631071090698242, 0.5127639174461365, 0.9454031586647034, 0.9813737869262695, 0.6059274673461914, 0.18593239784240723, 0.6974156498908997, 0.12635886669158936, 0.7327669858932495, 0.695313036441803, 0.5325352549552917, 0.9544919729232788, 0.22457671165466309, 0.9350141882896423, 0.12279373407363892, 0.8773472309112549, 0.6018009185791016, 0.1754404902458191, 0.6185170412063599, 0.7217394113540649, 0.11863857507705688, 0.11377400159835815, 0.389232873916626, 0.5101631283760071, 0.8177235126495361, 0.3735688328742981, 0.35627973079681396, 0.37327396869659424, 0.14099103212356567, 0.7725642323493958, 0.8372528553009033, 0.666425883769989, 0.8089476227760315, 0.09394490718841553, 0.3958876132965088, 0.6889814734458923, 0.2666986584663391, 0.9115426540374756]
gregor => [0.7775731086730957, 0.5820450186729431, 0.8985761404037476, 0.9299752712249756, 0.7324822545051575, 0.07008534669876099, 0.6798633337020874, 0.05018085241317749, 0.48757117986679077, 0.7915381193161011, 0.3917381763458252, 0.14871740341186523, 0.7867634892463684, 0.8447296023368835, 0.8172844052314758, 0.9171388745307922, 0.8923689723014832, 0.9352082014083862, 0.513702392578125, 0.7444348335266113, 0.9090023040771484, 0.5173793435096741, 0.8306798934936523, 0.4827253222465515, 0.04469764232635498, 0.11191314458847046, 0.3926166892051697, 0.33593302965164185, 0.4635273814201355, 0.1343402862548828, 0.30554819107055664, 0.47287464141845703, 0.4526769518852234, 0.9367603659629822, 0.5331346988677979, 0.4957643151283264, 0.9826616644859314, 0.25632786750793457, 0.011263489723205566, 0.777186393737793, 0.8270686268806458, 0.23537284135818481, 0.7858077883720398, 0.35453879833221436, 0.4678193926811218, 0.7115151286125183, 0.762029230594635, 0.5857327580451965, 0.2701184153556824, 0.15149742364883423]
samsa => [0.5024904608726501, 0.11700952053070068, 0.8095232248306274, 0.23578381538391113, 0.4263327717781067, 0.18892312049865723, 0.5483912825584412, 0.6788420081138611, 0.044635236263275146, 0.32657718658447266, 0.8919200301170349, 0.9669583439826965, 0.7724807262420654, 0.3737567663192749, 0.9079588651657104, 0.864133358001709, 0.1343504786491394, 0.7996734380722046, 0.7736966609954834, 0.9805776476860046, 0.03757530450820923, 0.6083219647407532, 0.5951137542724609, 0.6397938132286072, 0.3200269341468811, 0.8088884949684143, 0.2776455283164978, 0.10393130779266357, 0.22167152166366577, 0.7353410124778748, 0.6317650079727173, 0.4986393451690674, 0.9624987244606018, 0.8383581638336182, 0.9428179264068604, 0.6714947819709778, 0.6613274812698364, 0.34597039222717285, 0.7805430889129639, 0.8476772904396057, 0.03846663236618042, 0.27163517475128174, 0.4164663553237915, 0.9433875679969788, 0.32624661922454834, 0.8678469061851501, 0.23806685209274292, 0.15327590703964233, 0.48832738399505615, 0.8854935765266418]
woke => [0.4599636197090149, 0.037528276443481445, 0.6307317018508911, 0.43404990434646606, 0.2601352334022522, 0.9636944532394409, 0.09866684675216675, 0.33162665367126465, 0.8501416444778442, 0.2807009220123291, 0.29591989517211914, 0.3294004797935486, 0.0531880259513855, 0.3072841167449951, 0.31289494037628174, 0.30730879306793213, 0.1303560733795166, 0.014206349849700928, 0.5309465527534485, 0.05437999963760376, 0.41338616609573364, 0.7425335049629211, 0.74692302942276, 0.06453877687454224, 0.433349072933197, 0.027047038078308105, 0.06490325927734375, 0.499464213848114, 0.22716820240020752, 0.2660079002380371, 0.8120574951171875, 0.780583918094635, 0.34455955028533936, 0.8914011120796204, 0.2574118375778198, 0.8858761191368103, 0.44388073682785034, 0.28582316637039185, 0.37631964683532715, 0.9392868876457214, 0.8859458565711975, 0.5385405421257019, 0.8113201856613159, 0.4542369246482849, 0.19338983297348022, 0.7694583535194397, 0.10374629497528076, 0.8743690848350525, 0.057067036628723145, 0.36000049114227295]
from => [0.19399487972259521, 0.4332394003868103, 0.744513213634491, 0.4254887104034424, 0.28691565990448, 0.5318958163261414, 0.2667515277862549, 0.21403861045837402, 0.46287763118743896, 0.26358091831207275, 0.8641734719276428, 0.5594518780708313, 0.7288920879364014, 0.27879416942596436, 0.2039353847503662, 0.24431955814361572, 0.8663530349731445, 0.8688927292823792, 0.48504698276519775, 0.9203985929489136, 0.20190167427062988, 0.6122196912765503, 0.9789301156997681, 0.35726600885391235, 0.08824712038040161, 0.8921582698822021, 0.41345423460006714, 0.7634962797164917, 0.5797744393348694, 0.5274327993392944, 0.42481768131256104, 0.6716508865356445, 0.6757615804672241, 0.7109605669975281, 0.40952175855636597, 0.2506728172302246, 0.18869471549987793, 0.23278677463531494, 0.6534023880958557, 0.3504178524017334, 0.47798943519592285, 0.7810989618301392, 0.794308066368103, 0.7472902536392212, 0.8459998369216919, 0.7200348377227783, 0.3172028660774231, 0.9179843068122864, 0.07639724016189575, 0.7537186145782471]
troubled => [0.3249048590660095, 0.3245249390602112, 0.030365347862243652, 0.6069588661193848, 0.7313478589057922, 0.24478715658187866, 0.099773108959198, 0.5966821312904358, 0.7876691222190857, 0.355205774307251, 0.9530331492424011, 0.46117597818374634, 0.3659079670906067, 0.7026797533035278, 0.9704023599624634, 0.8041784167289734, 0.06244301795959473, 0.4553431272506714, 0.27952611446380615, 0.49707019329071045, 0.9961713552474976, 0.800539493560791, 0.1404554843902588, 0.6551421284675598, 0.4420282244682312, 0.06803607940673828, 0.47106385231018066, 0.2504385709762573, 0.6077117323875427, 0.09438621997833252, 0.9378565549850464, 0.5100424885749817, 0.20521831512451172, 0.9410237669944763, 0.7683237791061401, 0.5268293023109436, 0.017875969409942627, 0.3676256537437439, 0.7101035714149475, 0.15487885475158691, 0.3499525785446167, 0.3069135546684265, 0.19998061656951904, 0.71812504529953, 0.22688966989517212, 0.26686304807662964, 0.7114238739013672, 0.7109821438789368, 0.24393385648727417, 0.9329835772514343]
dreams => [0.08556503057479858, 0.6355797052383423, 0.28384721279144287, 0.7625660300254822, 0.20288830995559692, 0.3428945541381836, 0.9921153783798218, 0.08815687894821167, 0.25239574909210205, 0.15810251235961914, 0.4462372064590454, 0.8537635207176208, 0.5877019762992859, 0.7143016457557678, 0.8752869367599487, 0.4155735969543457, 0.3188527822494507, 0.14161384105682373, 0.19894874095916748, 0.4960291385650635, 0.002093791961669922, 0.7635177373886108, 0.7125256657600403, 0.6959449052810669, 0.1538432240486145, 0.015397071838378906, 0.09266030788421631, 0.2876887917518616, 0.19766151905059814, 0.8569929003715515, 0.3147871494293213, 0.42105597257614136, 0.14449691772460938, 0.199257493019104, 0.0005113447550684214, 0.10889732837677002, 0.998146653175354, 0.028578341007232666, 0.22548145055770874, 0.6163248419761658, 0.21207785606384277, 0.8804982304573059, 0.4156878590583801, 0.17232823371887207, 0.5791836380958557, 0.5163969993591309, 0.7972952723503113, 0.8309219479560852, 0.25880903005599976, 0.673006534576416]
